created_at,Text,full_text
Thu Feb 20 02:11:55 +0000 2025,, Mana yg anda inginkan makan bergizi gratis atau lapangan kerja? Hampir semua menjawab yg kita butuhkan adalah lapangan kerja. Sebab dgn terbukanya lapangan kerja kita bukan hanya bisa memberi makan anak kita utk makan siang tp bisa makan 5x sehari https://t.co/nLXoCeiw8F https://t.co/mHDNApj4RB
Wed Feb 19 17:28:11 +0000 2025,,@kompascom : asik makan siang bergizi gratis
Wed Feb 19 14:33:54 +0000 2025,,Makan Siang Gratis / Makan Bergizi Gratis. The real one.
Wed Feb 19 14:15:33 +0000 2025,,Aseli gua lg gloomy bgt soal percintaan tp ga sedih-sedih amat krn lbh sedih pas dgr orgtua murid cerita anak sy nnti dpt makan siang gratis tp sy skrg sdh di-PHK YEP. Sekolah gua bhkn blm dpt makan siang yg katanya bergizi itu tp bbrp orgtua udh diputus kerjanya. Setan!!
Wed Feb 19 13:13:22 +0000 2025,,Makan siang bergizi gratis. Program pak presiden. Kebijakan yang menurut saya ndak efektif dan efisien. Tujuan nya apa? Apakah efektif tepat sasaran?
Wed Feb 19 12:05:38 +0000 2025,,@kenekadit_ @Kimberley_PS08 Betul.. Puluhan tahun mengaku bagian dari Indonesia Yang mereka dapat cuman aspal Stadion Sedangkan fasilitas penunjang kesehatan Fasilitas penunjang pendidikan lambat menjangkau mereka. Eh tiba tiba cuman kasih makan siang bergizi gratis
Wed Feb 19 11:48:38 +0000 2025,,@BANGSAygSUJUD @prabowo @Alie_Fahnoor @bitCarli77 @FDonghun @G3nX_files @gtobing2903 @HASBALL18439385 @Ndons_Back @tonybulumanu @yusufagro @Kimberley_PS08 @Gerindra dipikirkan apanya? dr program MBG ini yg dimulai dr janji kampanye makan siang bergizi gratis saja. terlihat bagaimana tdk berkonsepnya apa yg digagas oleh presiden gemoy @prabowo @Gerindra shg dirubah krn budget yg kedodoran. dipaksakan berjalan hanya untuk menyelamatkan muka.
Wed Feb 19 10:54:27 +0000 2025,,@setkabgoid Ini baru yang namanya makan siang gratis bergizi tinggi.
Wed Feb 19 10:35:26 +0000 2025,,@eleanorr234 hapus makan siang gratis sediakan lapangan kerja yg cukup untuk rakyat biar keluarga bisa ngasih makan bergizi 3 x sehari. https://t.co/yEEFbt1VMX
Wed Feb 19 09:47:15 +0000 2025,,Kapolres Tebing Tinggi Melaksanakan kegiatan Program Pemerintah perihal pemberian Makan Siang Bergizi Gratis kepada murid murid TK Kemala Bhayangkari 4 Kota Tebing Tinggi. #polrihadirditengahmasyarakat #untungadapolisi #polisiadadimanamana @DivHumas_Polri @HumasPoldaSumut https://t.co/hTV6SOI11W
Wed Feb 19 09:15:04 +0000 2025,,@MurtadhaOne1 @LaiElfrid Program Ambisius ternyata hanya MBG ( makan siang bergizi gratis IDN 10.000 an )
Wed Feb 19 09:02:21 +0000 2025,,@BBCIndonesia Emang aneh sama Makan Siang Gratis kek ribet banget kalo ribet tenaganya gratis kan gapapa ni pengelolanya pasti dapet ceper2an/keluar duit buat gaji lagi. Kalo emang ngasi makan ya duit aja kasi titip ke sekolah terus di sekolah wajib ada makanan bergizi yg dibeli siswa
Wed Feb 19 08:22:52 +0000 2025,,Kapolres Tebing Tinggi AKBP Drs. Simon Paulus Sinulingga S.H. bersama Ketua Pengurus Yayasan Kemala Bhayangkari Cabang Tebing Tinggi Ny. Mahdalena Simon Sinulingga serta jajaran Polres Tebing Tinggi melaksanakan program pemberian makan siang bergizi gratis kepada murid- https://t.co/wAGdlq1sQl
Wed Feb 19 08:10:19 +0000 2025,,@angel_wingsfood Kasian bgt hidupnya masih ditanggung orang tua pantes minta makan siang gratis hahaha. Dikasih sekolah gratis biar pinter malah milih makanan gratis yg gak bergizi itu. Kasian.
Wed Feb 19 07:45:59 +0000 2025,,Makan siang bergizi gratis https://t.co/RxmZrR3mGw
Wed Feb 19 07:38:36 +0000 2025,,makan siang bergizi gratis dari chef @fluffcakelove https://t.co/d9wKuyg0sK
Wed Feb 19 07:16:05 +0000 2025,,PAPUA HARUS MELAWAN PAPUA BUTUH PENDIDIKAN yang BERGIZI bukan makan siang gratis‼️‼️‼️‼️‼️‼️
Wed Feb 19 07:15:37 +0000 2025,,Resiko kasih makan org banyak itu macam . Tapi tetap saja dipertahankan sebagai program unggulan. Sementara rakyat itu butuh pendidikan gratis soal makan bergizi yg paling tahu itu adalah orang tuanya. Karena mereka makan tdk hanya di siang hari sarapan &amp; makan malam juga.
Wed Feb 19 07:09:29 +0000 2025,,REALITA PROGRAM MBG DAN DUKUNGAN PARA ORTU KURANG AJAR ironisnya masih banyak orang tua yang sampai hari ini dengan lantang (dan tidak tahu malu) membela rezim ini dan program-program baunya termasuk program tolol makan siang bergizi (buruk) gratis yang sangat ga penting itu.
Wed Feb 19 06:37:27 +0000 2025,,@triorimisser Terimakasih rakyatku Semoga jadi makan siang bergizi gratis
Wed Feb 19 06:01:41 +0000 2025,,@kompascom makan siang bergizi gratis buat singa
Wed Feb 19 05:16:09 +0000 2025,,Polri melalui Polres Kampar membangun dapur umum untuk menyediakan makan siang bergizi gratis bagi para siswa yang berada di Kabupaten Kampar Riau. https://t.co/UDUiVRwVGr
Wed Feb 19 05:07:32 +0000 2025,,@unviellage Alhamdulillah dapet makan siang gratis bergizi lagi‍️
Wed Feb 19 04:56:52 +0000 2025,,Lebih baik pendidikan gratis lebih baik daripada Makan siang bergizi gratis . Berubah lebih baik daripada unfaedah.
Wed Feb 19 03:42:54 +0000 2025,,@Mdy_Asmara1701 Biarkan saja fasilitas sekolah rusak atau tidak yang penting makan siang gak bergizi gratis
Wed Feb 19 03:41:13 +0000 2025,,hapus makan siang bergizi gratis alihkan untuk pendidikan gratis dengan prioritas di daerah timur indonesia open publik aliran dananya agar semua bisa memantau sesederhana itu saja
Wed Feb 19 03:36:46 +0000 2025,,@barengwarga Noh lu dengerin mereka @prabowo. Buat apa lu ngasih makan siang bergizi gratis ke anaknya kalo gara2 itu sekeluarga malah jadi gak bisa makan. Pikirin gimana kepala keluarganya bisa gampang dapat kerja biar bisa ngasih makan keluarganya. Bukan malah lu yang ngurusin makannya.
Wed Feb 19 02:25:51 +0000 2025,,Posted @withregram @divisihumaspolri Polri melalui Polres Kampar membangun dapur umum untuk menyediakan makan siang bergizi gratis bagi para siswa yang berada di Kabupaten Kampar Riau. Sebanyak 150 kotak makan siang bergizi disiapkan dan didistribusikan untuk para siswa. https://t.co/4qVhYlSneJ
Wed Feb 19 02:10:16 +0000 2025,,@convomf EMANG HUBUNGANNYA MAKAN SIANG GRATIS YG GAK MEMENUHI GIZI ITU SAMA KEPINTARAN APAAN AJGG?? dia kira makan siang gratis tuh full lauk yg bergizi gitu kah?? kocak kocak.. sampe sekarang aja sekolah gua belum ada tuh makan siang gratis
Wed Feb 19 01:14:35 +0000 2025,,makan siang bergizi gratis tapi bayarannya ortu diphk kenapa sih hal kecil kaya gini aja harus bohong ️
Tue Feb 18 16:16:26 +0000 2025,,jd makan siang gratis lo ituuuu sia siaaaa ya monyeeettt bikin pinter dari mana gua tanya. aplg kmrn2 yg pada nyinyir adik2 sekolah katanya kebanyakan makan micin jd ga doyan sayur. ya itu lu pada tau jd harusnya si anak dibiasakan makan bergizi dr rumah bukan cm di sekolah aja
Tue Feb 18 12:48:04 +0000 2025,,nagih sekolah dan akses kesehatan gratis soalnya emang hak negara untuk mensejahterakan seluruh rakyatnya dengan adil. kalau cuma makan siang bergizi gratis (MBG) emang seluruh lapisan masyarakat kena? kan engga targetnya cuma anak sekolah aja.
Tue Feb 18 12:14:47 +0000 2025,,makan gratis yg cuma pas siang bergizi bergizi bgt juga nggak. gak tiba2 bikin masyarakat indonesia punya gelar sarjana atau tiba2 punya knowledge yang luas. pemikiran attitude org yg BERPENDIDIKAN sama nggak tu BEDA BANGET. kualitasnya keliatan bgt lho...
Tue Feb 18 11:11:55 +0000 2025,,Kapolres Sukabumi AKBP Dr. H. Samian S.H. S.I.K. https://t.co/Wuo5SO7I5p. memantau langsung pelaksanaan makan siang bergizi gratis untuk masyarakat Sukabumi. Kegiatan ini bertujuan untuk meningkatkan kualitas gizi masyarakat dan mendukung program kesejahteraan. https://t.co/XQAAoh088y
Tue Feb 18 10:57:17 +0000 2025,,@Ronnie_Rusli Begini looks nya makan bergizi gratis tadi siang prof. https://t.co/FQmgMLfFIA
Tue Feb 18 09:55:26 +0000 2025,,Gabungan mahasiswa hari ini aksi #IndonesiaGelap Krisis kebijakan dan krisis moralitas Tolak makan siang bergizi gratis Tolak danantara Tolak hidup jokowi jadi adili jokowi Mahasewa ndasmu kita di didik berfikir bukan siap pak ..! Siap pak .!! #daruratindonesia https://t.co/lmHposCXaw
Tue Feb 18 08:58:42 +0000 2025,,Rakyat melawan mahasiswa melawan menolak peraturan. Kami gak butuh makan siang gratis yang kami butuhkan PENDIDIKAN BERGIZI @DPR_RI @setkabgoid #IndonesiaGelap #indonesiamasters2025 #Danantara #IndonesiaGelapNdasMu #PergiAjaDulu #HidupJokowi ditangan rakyat Indonesia https://t.co/ZJ9Uc7JaOJ
Tue Feb 18 08:29:28 +0000 2025,, Kita sebenarnya emang nggak perlu makan siang gratis sih. Kita lebih butuh beasiswa buat kuliah nggak sih? Mereka sadar kalau kami lebih membutuhkan pendidikan yang layak daripada makan bergizi yang tadi sempat saya ucapkan bahwa itu tidak benar-benar gratis.
Tue Feb 18 07:19:10 +0000 2025,,Polri melalui Polres Kampar membangun dapur umum untuk menyediakan makan siang bergizi gratis bagi para siswa yang berada di Kabupaten Kampar Riau. Sebanyak 150 kotak makan siang bergizi disiapkan dan didistribusikan untuk para siswa. https://t.co/DO8LOp1krR
Tue Feb 18 06:52:42 +0000 2025,,@callitwtuwant_ Makan Siang Bergizi Gratis
Tue Feb 18 06:42:42 +0000 2025,,@DheMarLoysa tetap lanjutkan dek pendidikan gratis lebih penting dari pada makan siang bergizi gratis #IndonesiaGelap
Tue Feb 18 06:39:47 +0000 2025,,@Dennysiregar7 Makan siang mau bergizi atau kurang gizi asalkan gratis hanya akan membuat berat badan meningkat
Tue Feb 18 06:03:42 +0000 2025,,@hrdbacot Makan siang bergizi gratis
Tue Feb 18 05:57:32 +0000 2025,,@hrdbacot Makan siang tidak bergizi dan tidak gratis... https://t.co/rvdphFOGQi
Tue Feb 18 05:48:27 +0000 2025,,makan siang gratis yg bergizi https://t.co/zVsCLGzFAE
Tue Feb 18 05:44:19 +0000 2025,,adahra lu tolol 'mau dibuat pinter dengan dikasih makan siang gratis' makan bergizi emang bagus tapi makan siang gratis emang ada gizinya? I'm just still wondering..
Tue Feb 18 05:30:55 +0000 2025,,Yang dia butuhkan PENDIDIKAN BERGIZI BUKAN MAKAN SIANG GRATIS Kawal #IndonesiaGelap #IndonesiaGelap2025 https://t.co/Ii9w77S1QN
Tue Feb 18 05:15:14 +0000 2025,,Nikmatnya tiap Senin Jumat selalu dapet makan siang bergizi gratis di kantin kantor.
Tue Feb 18 04:40:59 +0000 2025,,Pemerintahan macam apa ini ajg nembakin plajar pake peluru tajam org2 yg katanya paling mmbutuhkan program Makan Siang Bergizi mereka demo menuntut buat pendidikan gratis ketimbang makan siang bergizi terus ditembakin pake peluru tajam. Jdi tu program buat siapa sih sbnernya?
Tue Feb 18 04:26:04 +0000 2025,,Ragil gojo lihat dengar pahami Sabrina siang makan bergizi gratis https://t.co/T7QW6ZeS02 https://t.co/ttqiiJniyn
Tue Feb 18 02:33:13 +0000 2025,,@Mdy_Asmara1701 Dengan segala banyak yang dikorupsi pejabat seharusnya rakyat Indonesia menikmati makan siang gratis yang lebih bergizi dan pendidikan gratis. Usir Cino dari Indonesia. Hukum mati dan sita seluruh aset Jokowi dan luhut perusak bangsa
Mon Feb 17 23:27:58 +0000 2025,, Ga sangkut paut ke pendidikan dan gaji Dia ngelindur kah? Anak dibikin pinter dengan makan siang gratis Bisa bikin pinter darimana? Bergizi juga kaga kalo mau pinter ya belajar tp guru aja ga sejahtera yang ada orang makin males jd guru
Mon Feb 17 23:13:06 +0000 2025,,dari mana make sense nya makan siang gratis dengan kondisi akses ke pendidikan dasar gak merata dan kesejahteraan guru aja masih minus ditambah cost ortu anaknya di-phk mana dengan output makanan yg jangankan bergizi layak aja mungkin enggak
Mon Feb 17 18:12:57 +0000 2025,,@ProfesorZubairi Jaminan lapangan pekerjaan stop impor bahan pangan pendidikan gratis kejar koruptor tapi didepan finalis terkorup di dunia malah bilang hidup jkw dan makan siang bergizi gratis tapi ternyata dampaknya ke phk banyak karyawan pekerja honorer dll
Mon Feb 17 17:25:57 +0000 2025,,@byeofn Dilan punya lagu kah bang? Padahal gua udah siap nyanyi hati-hati dikasih makan siang bergizi gratis
Mon Feb 17 17:13:28 +0000 2025,,Bayangkan bila semua pekerja di video adalah semua rakyat Indonesia yang bisa bekerja bukan Tenaga Kerja China pemerintah tidak perlu sediakan Program Makan Siang Bergizi Gratis karena semua orang tua dapat memberikan anak keturunannya makanan dan pendidikan yang super layak https://t.co/5Dz628ENE6
Mon Feb 17 15:59:48 +0000 2025,,Kyushoku adalah tradisi makan siang gratis di sekolah-sekolah Jepang yang menyediakan makanan bergizi. Kyushoku tidak hanya sekadar makan bersama tetapi juga memberikan edukasi kepada siswa.
Mon Feb 17 15:33:06 +0000 2025,,wkwwk tau gak sih harusnya tadi siang tuh sekolahku mulai dapet Makan Bergizi Gratis TAPI GA ADAAAA BOHONG BABIIII! cuma omon omon TAIIII bener bener ga ada fisiknya... akhirnya apa? 3 angkatan pada kelaparan siang siang wkwkwkwkwk kasian bgt
Mon Feb 17 12:25:12 +0000 2025,,Dimulai dari kebijakan Makan Siang Bergizi Gratis sebagai proyek ambisius yang tidak berdasar penetrasi militer dalam kehidupan rakyat sipil hingga carut-marut kondisi pendidikan dan buruknya layanan kesehatan.
Mon Feb 17 12:09:46 +0000 2025,,terpaksa? nggak ada rencana yang matang ya berarti untuk program makan siang BERGIZI gratis? nggak mikir rakyat lain kah pak prabowo ini? MARAH BGT ASTAGHFIRULLAH https://t.co/70o2o5JVQb
Mon Feb 17 11:16:52 +0000 2025,,Demo Pelajar Papua 'Tolak Makan Bergizi Gratis' Ricuh Gas Air Mata Ditembakkan. Pelajar berdemo dgn menggelar aksi turun jalan memadati ruas jalan di depan Kantor Bupati Jayawijaya. Kami tdk butuh makan siang gratis kami butuh pendidikan gratis. https://t.co/FTybM6Ew0a? https://t.co/yhTG5V4gKm
Mon Feb 17 10:25:06 +0000 2025,,@WagimanDeep212_ Yuk de semangat sekolahnya nanti ga kebagian makan siang bergizi gratis.
Mon Feb 17 09:20:18 +0000 2025,,Makan Siang Bergizi Gratis Sudah Berjalan Apakah Stok Pangan Cukup untuk Memenuhinya? Saksikan selengkapnya hanya di YouTube Garuda TV #garudatv #zulkiflihasan #orangpenting #makanbergizigratis https://t.co/t6K9Iwi2tb
Mon Feb 17 09:15:19 +0000 2025,,@NenkMonica OUTPUT Makan Siang Bergizi Gratis cuma BAB coba bandingkan dengan PENDIDIKAN GRATIS hasinya???
Mon Feb 17 09:07:51 +0000 2025,,Pas aku liat program makan siang gratis yg menunya kaya gitu langsung mikir orang-orang Indonesia bagian timur yg alamnya melimpah ruah. Mereka bisa makan enak bergizi kaya akan protein setiap hari asal laut &amp; suangainya tdk dirusak. Makan sayur sehat setiap hari asal tanahnya-
Mon Feb 17 08:29:45 +0000 2025,,Anggaran KIPK itu hufffttt aneh. Dan Seharusnya Makanan Bergizi Gratis itu di hapuskan saja. Karena indonesia itu butuh pendidikan gratis bukan makan siang gratis. Ngapain kalian ngasih makan siang ke anak anak sekolah lalu pas pulang orang tuanya gak bisa kasih makn krn di phk
Mon Feb 17 08:13:51 +0000 2025,,@AriYudoyono @TOM5helby Sangat masuk di akal.. makan siang gratis bukan lah solusi solusi yg tepat adalah Sediakan Lapangan Pekerjaan bagi semua orang Dewasa beri mereka (para orang dewasa) pekerjaan yg layak (upah yg masuk akal) maka otomatis para orang tua akan memberi makanan yg bergizi dan
Mon Feb 17 07:19:59 +0000 2025,,Ohh Makan Bergizi Gratis to sa kira Makan Siang Gratis...
Mon Feb 17 07:12:33 +0000 2025,,@bomboomcar Konsumsi publik = makan siang bergizi gratis
Mon Feb 17 06:53:50 +0000 2025,,Persetan dengan Negara ini! Persetan dengan Bowo! Persetan dengan Fufufafa! Persetan dengan Bahlil! Persetan dengan Mulyani! Persetan dengan Mulyono! Persetan dengan hongib! Persetan dengan ormas antibabi! SIANG INI AKU MAKAN NASI BABI GORENG! Dan Makan Bergizi ini TIDAK GRATIS! https://t.co/1yN35pcit1
Mon Feb 17 06:12:26 +0000 2025,,@vyeimo83 MBG = Makanan Bergizi Gratis jauh dari standar gizi. Protein &amp; sayurnya seuprit dan banyak karbonya. Lebih cocok disebut MSG = Makan Siang Gratis.
Mon Feb 17 05:01:20 +0000 2025,,@RomitsuT Itulah resikonya...milih ke berlanjutan..bukan perubahan...dulu ada yg janjiin pendidikan gratis..malah milih makan siang gratis...buat anak sekolah saja..lantas anak jalanan yg nggk sekolah nggk boleh makan makanan bergizi? Apalagi gratis? Miris
Mon Feb 17 04:18:21 +0000 2025,,anak papua tolak makan siang gratis dan pilih sekolah gratis agar dapat MBG ( makan bergizi gratis ) harus sekolah sedangkan sekolah mahal gratis ndasmu sekolah bayar mahal kok #IndonesiaGelap adili jokowi bukan hidup jokowi Kita cuma dibandingkan dgn timor leste https://t.co/5D5vqeVm3p
Mon Feb 17 03:28:28 +0000 2025,,Heum bawa kotak makan siang (katanya) bergizi gratis aja di dampingi polkis dan pol pp
Mon Feb 17 03:12:51 +0000 2025,,@y_ablack43 @AnakLolina2 Saat kampanye makan siang gratis sdh terpilih jadi makan bergizi gratis . Persepsi masyarakat makan bergizi = makan enak beda jauh dgn persepsi ahli gizi. Makannya gak salah kalu ada yg mengusulkan mana serangga.
Mon Feb 17 01:03:23 +0000 2025,,@AdindaZahrany07 Hasilnya pagar laut didramakoreakan gas 3kg stunting dgn asam sulfat jadi makan siang gratis rubah makan bergizi gratis hasilnya mobil dinas mahal n patwal kabinet &amp; stafnya macetin jabodetabek
Mon Feb 17 00:31:58 +0000 2025,,@ohoxnya2 Kan ga ada makan siang yg gratis wan... Buktinya ada program makan siang bergizi aja hrs naikin pajak dulu brarti ga gratis kan ? 
Sun Feb 16 18:15:08 +0000 2025,,@ProfesorZubairi MAKAN SIANG GRATIS BERGIZI. Pertama denger aja langsung ketawa program paling gampang di korup
Sun Feb 16 15:09:42 +0000 2025,,@JoySoftSpoken IKN dan makan siang bergizi gratis adalah salah dua contohnya.
Sun Feb 16 12:38:16 +0000 2025,,Makan Bergizi Gratis 10.000/pax. Sama juga pemerintah menyatakan bahwa rakyat Indonesia itu sangat miskin. Untuk biayai makan siang 10.000 aja gak mampu sehingga harus dibantu negara. Masih percaya data angka kemiskinan yg diterbitkan BPS/pemerintah?
Sun Feb 16 09:29:24 +0000 2025,,@huhbyear duitnya dipake buat makan siang gak bergizi dan gak gratis
Sun Feb 16 08:06:09 +0000 2025,,@txtdarisisange bro satria kayaknya sedang ga baik baik saja psikisnya butuh asupan makan siang gratis biar otaknya diisi asupan bergizi dr pada bokep wkwkwk
Sun Feb 16 08:04:32 +0000 2025,,Makan siang bergizi gratis untuk anak sekolah. Sungguh tidak masuk akal dan asbun sekali pak 
Sun Feb 16 07:09:28 +0000 2025,,@kokoinarai Iya lagi meminimalisir anggaran buat makan siang gratis yang gak bergizi itu.
Sun Feb 16 06:54:09 +0000 2025,,@ProfesorZubairi Makan Siang Bergizi Gratis
Sun Feb 16 04:00:14 +0000 2025,,makan siang bergizi gratis ternyata tidak bergizi dan tidak gratis
Sun Feb 16 00:51:38 +0000 2025,,keberhasilan kegagalan program makan siang bergizi gratis dinilai dari apa gmn kpn
Sat Feb 15 14:09:10 +0000 2025,,Pendidikan lebih penting dari makan siang gratis yang katanya bergizi. Kalau kita berpendidikan kita bisa tau mana makanan yang bergizi dan berpengaruh pada kesehatan juga percuma kalo perut doang yang diisi tapi ga berpendidikan ujung ujungnya cuma jadi tai.
Sat Feb 15 13:19:07 +0000 2025,,@M45Broo_ Seharusnya menggalakan program dimana orangtua yg diberi makan gratis di sejahterakan Diberi Lapangan kerja dan gaji yg layak Biar mereka sendiri yg kasi makan bergizi kepada anak2 nya Pagi siang malam
Sat Feb 15 12:08:35 +0000 2025,,situasi ketika seorang anak dari keluarga yang kurang mampu kesulitan untuk mencari beasiswa pendidikan namun pemerintah malah memberi dia makan siang bergizi gratis https://t.co/msTd1QJkkL
Sat Feb 15 10:34:13 +0000 2025,,@geminifourthz lebih bergizi dari makan siang gratis
Sat Feb 15 10:05:39 +0000 2025,,@geloraco Mudah mudahan makan siang bergizi gratis difokuskan di Jateng dan Jatim biar masyarakat disana makin cerdas 
Sat Feb 15 08:45:54 +0000 2025,,Mau tanye neh.. makan siang bergizi gratis sama pendidikan gratis Mana yg bikin anak muda sukses?
Sat Feb 15 08:09:08 +0000 2025,,Aku baru aja nonton pajama drive dan makan siang bergizi gratis #LRAitakatta
Sat Feb 15 05:14:19 +0000 2025,,Di 2025 sungguh banyak kejutan yang memprihatinkan. Hak kita sebagai masyarakat indonesia di gadai dengan produk yang dipaksakan mengenyampingkan pendidikan demi makan siang gratis bergizi untuk mencegah stunting dan memberi makan kepada orang m*skin.
